Entry(0): Poverty: 2.4, State: Utah, County: Morgan County, Income: 86071, Total Pop: 11014
Entry(2868): Poverty: 25.2, State: West Virginia, County: Clay County, Income: 34242, Total Pop: 8901
Entry(2869): Poverty: 25.2, State: Virginia, County: Richmond city, Income: 42356, Total Pop: 220892
Entry(2870): Poverty: 25.2, State: Oklahoma, County: Okfuskee County, Income: 38346, Total Pop: 12160
Entry(2871): Poverty: 25.2, State: Texas, County: Duval County, Income: 35443, Total Pop: 11434
Entry(2872): Poverty: 25.2, State: Kentucky, County: Pulaski County, Income: 35022, Total Pop: 63974
Entry(2873): Poverty: 25.2, State: Kentucky, County: Whitley County, Income: 34103, Total Pop: 36027
Entry(2874): Poverty: 25.2, State: Oregon, County: Malheur County, Income: 37112, Total Pop: 30421
Entry(2875): Poverty: 25.2, State: Texas, County: Falls County, Income: 38834, Total Pop: 17289
Entry(2876): Poverty: 25.3, State: Missouri, County: Texas County, Income: 35571, Total Pop: 25714
Entry(2877): Poverty: 25.3, State: Louisiana, County: Bienville Parish, Income: 34077, Total Pop: 13806
Entry(2878): Poverty: 25.3, State: Arkansas, County: Hempstead County, Income: 38701, Total Pop: 22154
Entry(2879): Poverty: 25.3, State: Tennessee, County: Johnson County, Income: 32994, Total Pop: 17846
Entry(2880): Poverty: 25.3, State: Mississippi, County: Webster County, Income: 35634, Total Pop: 9868
Entry(2881): Poverty: 25.3, State: Missouri, County: Oregon County, Income: 32070, Total Pop: 10779
Entry(2882): Poverty: 25.3, State: Alabama, County: Clarke County, Income: 33827, Total Pop: 24625
Entry(2883): Poverty: 25.3, State: Mississippi, County: Lafayette County, Income: 45019, Total Pop: 52744
Entry(2884): Poverty: 25.3, State: Kentucky, County: Russell County, Income: 34660, Total Pop: 17731
Entry(2885): Poverty: 25.3, State: Alaska, County: Northwest Arctic Borough, Income: 61533, Total Pop: 7715
Entry(2886): Poverty: 25.3, State: Kentucky, County: Fulton County, Income: 28274, Total Pop: 6259
Entry(2887): Poverty: 25.3, State: Mississippi, County: Winston County, Income: 33313, Total Pop: 18482
Entry(2888): Poverty: 25.4, State: Louisiana, County: Orleans Parish, Income: 38721, Total Pop: 388182
Entry(2889): Poverty: 25.4, State: Louisiana, County: Jackson Parish, Income: 36394, Total Pop: 15952
Entry(2890): Poverty: 25.4, State: Georgia, County: Grady County, Income: 39462, Total Pop: 25048
Entry(2891): Poverty: 25.4, State: Georgia, County: Colquitt County, Income: 34503, Total Pop: 45890
Entry(2892): Poverty: 25.4, State: California, County: Fresno County, Income: 48730, Total Pop: 971616
Entry(2893): Poverty: 25.4, State: Georgia, County: Franklin County, Income: 39246, Total Pop: 22328
Entry(2894): Poverty: 25.4, State: North Carolina, County: Northampton County, Income: 33508, Total Pop: 20426
Entry(2895): Poverty: 25.5, State: Florida, County: Hendry County, Income: 37966, Total Pop: 39064
Entry(2896): Poverty: 25.5, State: Missouri, County: Morgan County, Income: 34776, Total Pop: 20097
Entry(2897): Poverty: 25.5, State: Georgia, County: Seminole County, Income: 33999, Total Pop: 8549
Entry(2898): Poverty: 25.5, State: Alaska, County: Yukon-Koyukuk Census Area, Income: 37819, Total Pop: 5453
Entry(2899): Poverty: 25.6, State: Mississippi, County: Montgomery County, Income: 34983, Total Pop: 10309
Entry(2900): Poverty: 25.6, State: Arkansas, County: Mississippi County, Income: 36417, Total Pop: 43534
Entry(2901): Poverty: 25.6, State: Alabama, County: Marengo County, Income: 32255, Total Pop: 19743
Entry(2902): Poverty: 25.6, State: Kentucky, County: Morgan County, Income: 33523, Total Pop: 13281
Entry(2903): Poverty: 25.7, State: Virginia, County: Norton city, Income: 26971, Total Pop: 4043
Entry(2904): Poverty: 25.7, State: Tennessee, County: Hancock County, Income: 29619, Total Pop: 6605
Entry(2905): Poverty: 25.7, State: Kentucky, County: Grayson County, Income: 35944, Total Pop: 26129
Entry(2906): Poverty: 25.8, State: Pennsylvania, County: Philadelphia County, Income: 40649, Total Pop: 1569657
Entry(2907): Poverty: 25.8, State: North Carolina, County: Greene County, Income: 36989, Total Pop: 21059
Entry(2908): Poverty: 25.9, State: Alabama, County: Macon County, Income: 32308, Total Pop: 19358
Entry(2909): Poverty: 25.9, State: Mississippi, County: Marion County, Income: 30998, Total Pop: 25466
Entry(2910): Poverty: 26.0, State: Arkansas, County: Woodruff County, Income: 30097, Total Pop: 6763
Entry(2911): Poverty: 26.0, State: Texas, County: Brazos County, Income: 43907, Total Pop: 214231
Entry(2912): Poverty: 26.0, State: New Mexico, County: Hidalgo County, Income: 31829, Total Pop: 4446
Entry(2913): Poverty: 26.0, State: Arkansas, County: Ouachita County, Income: 32136, Total Pop: 24378
Entry(2914): Poverty: 26.0, State: Texas, County: Jim Hogg County, Income: 31403, Total Pop: 5262
Entry(2915): Poverty: 26.0, State: Georgia, County: Evans County, Income: 38736, Total Pop: 10757
Entry(2916): Poverty: 26.0, State: Georgia, County: McDuffie County, Income: 40469, Total Pop: 21488
Entry(2917): Poverty: 26.1, State: Alabama, County: Hale County, Income: 34679, Total Pop: 14995
Entry(2918): Poverty: 26.1, State: North Carolina, County: Richmond County, Income: 33607, Total Pop: 45447
Entry(2919): Poverty: 26.1, State: Kentucky, County: Lewis County, Income: 32054, Total Pop: 13565
Entry(2920): Poverty: 26.2, State: Kentucky, County: Perry County, Income: 31820, Total Pop: 27329
Entry(2921): Poverty: 26.2, State: Tennessee, County: Scott County, Income: 31875, Total Pop: 21949
Entry(2922): Poverty: 26.2, State: Missouri, County: Adair County, Income: 38750, Total Pop: 25437
Entry(2923): Poverty: 26.2, State: Louisiana, County: Caldwell Parish, Income: 31933, Total Pop: 10000
Entry(2924): Poverty: 26.2, State: Virginia, County: Lee County, Income: 32590, Total Pop: 24428
Entry(2925): Poverty: 26.3, State: Mississippi, County: Walthall County, Income: 31077, Total Pop: 14670
Entry(2926): Poverty: 26.3, State: Alabama, County: Pike County, Income: 35684, Total Pop: 33287
Entry(2927): Poverty: 26.3, State: Mississippi, County: Forrest County, Income: 39555, Total Pop: 75835
Entry(2928): Poverty: 26.3, State: Louisiana, County: De Soto Parish, Income: 41443, Total Pop: 27164
Entry(2929): Poverty: 26.3, State: Texas, County: Presidio County, Income: 26486, Total Pop: 7191
Entry(2930): Poverty: 26.3, State: Louisiana, County: Washington Parish, Income: 32962, Total Pop: 46449
Entry(2931): Poverty: 26.3, State: North Carolina, County: Duplin County, Income: 36679, Total Pop: 59350
Entry(2932): Poverty: 26.3, State: Oklahoma, County: Payne County, Income: 39149, Total Pop: 80634
Entry(2933): Poverty: 26.4, State: Louisiana, County: St. Helena Parish, Income: 35254, Total Pop: 10509
Entry(2934): Poverty: 26.4, State: Louisiana, County: Evangeline Parish, Income: 31745, Total Pop: 33750
Entry(2935): Poverty: 26.4, State: Alabama, County: Conecuh County, Income: 30434, Total Pop: 12649
Entry(2936): Poverty: 26.4, State: South Carolina, County: Lee County, Income: 31963, Total Pop: 17897
Entry(2937): Poverty: 26.4, State: North Carolina, County: Jones County, Income: 37256, Total Pop: 9776
Entry(2938): Poverty: 26.4, State: New Mexico, County: Rio Arriba County, Income: 33422, Total Pop: 39455
Entry(2939): Poverty: 26.4, State: Arkansas, County: Bradley County, Income: 36310, Total Pop: 10994
Entry(2940): Poverty: 26.4, State: Kentucky, County: Pike County, Income: 32972, Total Pop: 61586
Entry(2941): Poverty: 26.5, State: South Carolina, County: Marion County, Income: 31129, Total Pop: 31765
Entry(2942): Poverty: 26.5, State: Virginia, County: Buchanan County, Income: 30828, Total Pop: 22611
Entry(2943): Poverty: 26.5, State: Georgia, County: Wilkes County, Income: 34234, Total Pop: 9905
Entry(2944): Poverty: 26.6, State: New Mexico, County: Socorro County, Income: 34008, Total Pop: 17098
Entry(2945): Poverty: 26.6, State: Mississippi, County: Clay County, Income: 34118, Total Pop: 19990
Entry(2946): Poverty: 26.6, State: Florida, County: Holmes County, Income: 37474, Total Pop: 19483
Entry(2947): Poverty: 26.6, State: Missouri, County: Dunklin County, Income: 32348, Total Pop: 30905
Entry(2948): Poverty: 26.6, State: Florida, County: Hamilton County, Income: 36209, Total Pop: 14238
Entry(2949): Poverty: 26.6, State: Arkansas, County: Polk County, Income: 33870, Total Pop: 20212
Entry(2950): Poverty: 26.6, State: Tennessee, County: Clay County, Income: 30801, Total Pop: 7684
Entry(2951): Poverty: 26.6, State: Kentucky, County: Casey County, Income: 33031, Total Pop: 15805
Entry(2952): Poverty: 26.6, State: South Carolina, County: Marlboro County, Income: 33921, Total Pop: 27505
Entry(2953): Poverty: 26.7, State: West Virginia, County: Webster County, Income: 33390, Total Pop: 8637
Entry(2954): Poverty: 26.7, State: Georgia, County: Bibb County, Income: 38183, Total Pop: 153923
Entry(2955): Poverty: 26.7, State: Kentucky, County: Rowan County, Income: 36411, Total Pop: 24392
Entry(2956): Poverty: 26.8, State: Montana, County: Big Horn County, Income: 47276, Total Pop: 13290
Entry(2957): Poverty: 26.8, State: North Carolina, County: Tyrrell County, Income: 32411, Total Pop: 4090
Entry(2958): Poverty: 26.8, State: North Carolina, County: Halifax County, Income: 33573, Total Pop: 52300
Entry(2959): Poverty: 26.8, State: Georgia, County: Warren County, Income: 32860, Total Pop: 5410
Entry(2960): Poverty: 26.9, State: Puerto Rico, County: Guaynabo Municipio, Income: 34060, Total Pop: 90773
Entry(2961): Poverty: 26.9, State: Mississippi, County: Calhoun County, Income: 33370, Total Pop: 14617
Entry(2962): Poverty: 26.9, State: Georgia, County: Jefferson County, Income: 29640, Total Pop: 15954
Entry(2963): Poverty: 27.0, State: Mississippi, County: Tunica County, Income: 32052, Total Pop: 10276
Entry(2964): Poverty: 27.0, State: South Carolina, County: Barnwell County, Income: 34035, Total Pop: 21788
Entry(2965): Poverty: 27.0, State: Alaska, County: Bethel Census Area, Income: 53853, Total Pop: 17957
Entry(2966): Poverty: 27.1, State: Mississippi, County: Simpson County, Income: 37591, Total Pop: 27215
Entry(2967): Poverty: 27.1, State: California, County: Tulare County, Income: 44871, Total Pop: 458809
Entry(2968): Poverty: 27.1, State: Georgia, County: Mitchell County, Income: 34122, Total Pop: 22574
Entry(2969): Poverty: 27.1, State: Georgia, County: Washington County, Income: 38097, Total Pop: 20506
Entry(2970): Poverty: 27.1, State: New Mexico, County: Torrance County, Income: 35543, Total Pop: 15534
Entry(2971): Poverty: 27.2, State: Alabama, County: Barbour County, Income: 33368, Total Pop: 26201
Entry(2972): Poverty: 27.3, State: Georgia, County: Twiggs County, Income: 30629, Total Pop: 8323
Entry(2973): Poverty: 27.3, State: Arkansas, County: Lee County, Income: 27901, Total Pop: 9614
Entry(2974): Poverty: 27.3, State: Georgia, County: Laurens County, Income: 35202, Total Pop: 47451
Entry(2975): Poverty: 27.3, State: Michigan, County: Isabella County, Income: 42771, Total Pop: 70572
Entry(2976): Poverty: 27.3, State: Louisiana, County: Winn Parish, Income: 29472, Total Pop: 14631
Entry(2977): Poverty: 27.4, State: Georgia, County: Atkinson County, Income: 33063, Total Pop: 8313
Entry(2978): Poverty: 27.5, State: New Mexico, County: Roosevelt County, Income: 35928, Total Pop: 19313
Entry(2979): Poverty: 27.5, State: Arkansas, County: St. Francis County, Income: 33102, Total Pop: 26688
Entry(2980): Poverty: 27.5, State: Georgia, County: Early County, Income: 29493, Total Pop: 10405
Entry(2981): Poverty: 27.5, State: Washington, County: Whitman County, Income: 41574, Total Pop: 47794
Entry(2982): Poverty: 27.6, State: Missouri, County: Ozark County, Income: 32021, Total Pop: 9328
Entry(2983): Poverty: 27.6, State: Florida, County: Putnam County, Income: 33619, Total Pop: 72435
Entry(2984): Poverty: 27.6, State: Louisiana, County: Morehouse Parish, Income: 31672, Total Pop: 26290
Entry(2985): Poverty: 27.6, State: Virginia, County: Petersburg city, Income: 33939, Total Pop: 32037
Entry(2986): Poverty: 27.7, State: Kentucky, County: Carroll County, Income: 43345, Total Pop: 10695
Entry(2987): Poverty: 27.7, State: Georgia, County: Telfair County, Income: 28044, Total Pop: 16339
Entry(2988): Poverty: 27.8, State: Kentucky, County: Nicholas County, Income: 38900, Total Pop: 7061
Entry(2989): Poverty: 27.8, State: Georgia, County: Tift County, Income: 38728, Total Pop: 40531
Entry(2990): Poverty: 27.8, State: Mississippi, County: Scott County, Income: 33601, Total Pop: 28399
Entry(2991): Poverty: 27.8, State: Georgia, County: Baldwin County, Income: 37008, Total Pop: 45527
Entry(2992): Poverty: 27.8, State: Colorado, County: Alamosa County, Income: 36315, Total Pop: 16345
Entry(2993): Poverty: 27.9, State: Illinois, County: Jackson County, Income: 36008, Total Pop: 59115
Entry(2994): Poverty: 27.9, State: Georgia, County: Turner County, Income: 42622, Total Pop: 8036
Entry(2995): Poverty: 27.9, State: New Mexico, County: Doña Ana County, Income: 39114, Total Pop: 213849
Entry(2996): Poverty: 27.9, State: Louisiana, County: St. Landry Parish, Income: 32163, Total Pop: 83580
Entry(2997): Poverty: 28.2, State: Louisiana, County: Richland Parish, Income: 34745, Total Pop: 20619
Entry(2998): Poverty: 28.2, State: Georgia, County: Taylor County, Income: 29875, Total Pop: 8267
Entry(2999): Poverty: 28.2, State: Georgia, County: Echols County, Income: 34315, Total Pop: 4011
Entry(3000): Poverty: 28.2, State: South Carolina, County: Williamsburg County, Income: 30976, Total Pop: 32256
Entry(3001): Poverty: 28.3, State: North Carolina, County: Watauga County, Income: 41541, Total Pop: 53421
Entry(3002): Poverty: 28.3, State: Mississippi, County: Tallahatchie County, Income: 30000, Total Pop: 14552
Entry(3003): Poverty: 28.4, State: Utah, County: San Juan County, Income: 42581, Total Pop: 15193
Entry(3004): Poverty: 28.5, State: Tennessee, County: Grundy County, Income: 31919, Total Pop: 13359
Entry(3005): Poverty: 28.5, State: New Mexico, County: Cibola County, Income: 36089, Total Pop: 27049
Entry(3006): Poverty: 28.5, State: Alabama, County: Bullock County, Income: 29655, Total Pop: 10478
Entry(3007): Poverty: 28.5, State: Missouri, County: Pemiscot County, Income: 32468, Total Pop: 17344
Entry(3008): Poverty: 28.6, State: Kentucky, County: Magoffin County, Income: 29578, Total Pop: 12783
Entry(3009): Poverty: 28.6, State: Arkansas, County: Monroe County, Income: 31584, Total Pop: 7420
Entry(3010): Poverty: 28.6, State: Georgia, County: Macon County, Income: 30851, Total Pop: 13675
Entry(3011): Poverty: 28.7, State: Georgia, County: Lanier County, Income: 31109, Total Pop: 10388
Entry(3012): Poverty: 28.8, State: Louisiana, County: Franklin Parish, Income: 34722, Total Pop: 20388
Entry(3013): Poverty: 28.9, State: West Virginia, County: Mingo County, Income: 31227, Total Pop: 25150
Entry(3014): Poverty: 29.0, State: Mississippi, County: Sharkey County, Income: 30033, Total Pop: 4631
Entry(3015): Poverty: 29.0, State: Puerto Rico, County: Carolina Municipio, Income: 29082, Total Pop: 161684
Entry(3016): Poverty: 29.0, State: Virginia, County: Harrisonburg city, Income: 43009, Total Pop: 53064
Entry(3017): Poverty: 29.1, State: Arizona, County: Navajo County, Income: 38798, Total Pop: 107902
Entry(3018): Poverty: 29.1, State: Montana, County: Roosevelt County, Income: 39219, Total Pop: 11218
Entry(3019): Poverty: 29.2, State: Georgia, County: Emanuel County, Income: 33089, Total Pop: 22502
Entry(3020): Poverty: 29.2, State: Georgia, County: Burke County, Income: 38707, Total Pop: 22645
Entry(3021): Poverty: 29.2, State: North Carolina, County: Robeson County, Income: 32407, Total Pop: 134187
Entry(3022): Poverty: 29.3, State: Georgia, County: Wheeler County, Income: 28490, Total Pop: 7952
Entry(3023): Poverty: 29.4, State: Arkansas, County: Chicot County, Income: 32412, Total Pop: 11008
Entry(3024): Poverty: 29.4, State: Texas, County: Culberson County, Income: 33125, Total Pop: 2257
Entry(3025): Poverty: 29.4, State: Tennessee, County: Perry County, Income: 31503, Total Pop: 7882
Entry(3026): Poverty: 29.6, State: Colorado, County: Costilla County, Income: 29000, Total Pop: 3628
Entry(3027): Poverty: 29.7, State: New York, County: Bronx County, Income: 36593, Total Pop: 1455846
Entry(3028): Poverty: 29.8, State: Mississippi, County: Oktibbeha County, Income: 37348, Total Pop: 49392
Entry(3029): Poverty: 29.8, State: North Carolina, County: Scotland County, Income: 32739, Total Pop: 35445
Entry(3030): Poverty: 29.8, State: Kentucky, County: Martin County, Income: 29239, Total Pop: 12175
