Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(2885): Income 64573, State: Illinois, County: McLean County, Total Pop: 173231, Poverty: 14.5
Entry(2886): Income 64583, State: Alaska, County: Yakutat City and Borough, Total Pop: 682, Poverty: 6.2
Entry(2887): Income 64707, State: Louisiana, County: St. Charles Parish, Total Pop: 52728, Poverty: 12.2
Entry(2888): Income 64733, State: Virginia, County: Botetourt County, Total Pop: 33149, Poverty: 7.7
Entry(2889): Income 64741, State: Illinois, County: Putnam County, Total Pop: 5771, Poverty: 8.9
Entry(2890): Income 64752, State: Georgia, County: Henry County, Total Pop: 217506, Poverty: 11.4
Entry(2891): Income 64872, State: Connecticut, County: New Haven County, Total Pop: 862127, Poverty: 12.1
Entry(2892): Income 64886, State: Texas, County: Glasscock County, Total Pop: 1420, Poverty: 11.6
Entry(2893): Income 64903, State: Michigan, County: Clinton County, Total Pop: 77321, Poverty: 10.1
Entry(2894): Income 64911, State: Montana, County: Jefferson County, Total Pop: 11625, Poverty: 9.9
Entry(2895): Income 64974, State: Massachusetts, County: Hampshire County, Total Pop: 161197, Poverty: 13.8
Entry(2896): Income 64980, State: Colorado, County: Larimer County, Total Pop: 330976, Poverty: 12.4
Entry(2897): Income 65015, State: Nebraska, County: Saunders County, Total Pop: 20953, Poverty: 9.0
Entry(2898): Income 65018, State: Georgia, County: Lee County, Total Pop: 29216, Poverty: 11.6
Entry(2899): Income 65032, State: Ohio, County: Greene County, Total Pop: 164825, Poverty: 12.3
Entry(2900): Income 65037, State: New Jersey, County: Camden County, Total Pop: 510996, Poverty: 13.1
Entry(2901): Income 65170, State: Iowa, County: Grundy County, Total Pop: 12354, Poverty: 5.8
Entry(2902): Income 65272, State: Indiana, County: Johnson County, Total Pop: 149359, Poverty: 9.4
Entry(2903): Income 65279, State: Alaska, County: Kenai Peninsula Borough, Total Pop: 57961, Poverty: 11.0
Entry(2904): Income 65352, State: Missouri, County: Cass County, Total Pop: 101888, Poverty: 9.5
Entry(2905): Income 65353, State: Virginia, County: Warren County, Total Pop: 38991, Poverty: 9.8
Entry(2906): Income 65380, State: South Dakota, County: Edmunds County, Total Pop: 3971, Poverty: 5.9
Entry(2907): Income 65385, State: North Dakota, County: Morton County, Total Pop: 30059, Poverty: 7.9
Entry(2908): Income 65390, State: Pennsylvania, County: Northampton County, Total Pop: 300941, Poverty: 9.2
Entry(2909): Income 65434, State: South Dakota, County: Union County, Total Pop: 14929, Poverty: 7.3
Entry(2910): Income 65435, State: North Dakota, County: Bowman County, Total Pop: 3226, Poverty: 8.5
Entry(2911): Income 65437, State: North Dakota, County: Steele County, Total Pop: 1915, Poverty: 3.8
Entry(2912): Income 65440, State: Iowa, County: Bremer County, Total Pop: 24741, Poverty: 7.7
Entry(2913): Income 65500, State: Minnesota, County: Le Sueur County, Total Pop: 27810, Poverty: 8.8
Entry(2914): Income 65505, State: North Dakota, County: Cavalier County, Total Pop: 3817, Poverty: 8.6
Entry(2915): Income 65522, State: North Carolina, County: Orange County, Total Pop: 141812, Poverty: 14.0
Entry(2916): Income 65544, State: Pennsylvania, County: Cumberland County, Total Pop: 245801, Poverty: 7.8
Entry(2917): Income 65564, State: Texas, County: Randall County, Total Pop: 130552, Poverty: 9.6
Entry(2918): Income 65595, State: Maryland, County: Talbot County, Total Pop: 37461, Poverty: 10.0
Entry(2919): Income 65598, State: Kentucky, County: Scott County, Total Pop: 52322, Poverty: 11.5
Entry(2920): Income 65618, State: Michigan, County: Washtenaw County, Total Pop: 361509, Poverty: 14.5
Entry(2921): Income 65675, State: Missouri, County: Clay County, Total Pop: 236068, Poverty: 8.9
Entry(2922): Income 65702, State: Maine, County: Cumberland County, Total Pop: 289173, Poverty: 10.7
Entry(2923): Income 65702, State: Texas, County: Galveston County, Total Pop: 321184, Poverty: 13.9
Entry(2924): Income 65758, State: North Carolina, County: Currituck County, Total Pop: 25247, Poverty: 9.1
Entry(2925): Income 65771, State: New Jersey, County: Ocean County, Total Pop: 589699, Poverty: 10.9
Entry(2926): Income 65834, State: New Hampshire, County: Belknap County, Total Pop: 60383, Poverty: 9.1
Entry(2927): Income 65979, State: Indiana, County: Porter County, Total Pop: 167391, Poverty: 11.0
Entry(2928): Income 66022, State: Iowa, County: Sioux County, Total Pop: 34692, Poverty: 7.9
Entry(2929): Income 66023, State: North Dakota, County: Renville County, Total Pop: 2543, Poverty: 4.8
Entry(2930): Income 66037, State: Pennsylvania, County: Butler County, Total Pop: 185984, Poverty: 8.4
Entry(2931): Income 66080, State: Indiana, County: Warrick County, Total Pop: 61581, Poverty: 7.7
Entry(2932): Income 66111, State: Vermont, County: Grand Isle County, Total Pop: 6950, Poverty: 7.5
Entry(2933): Income 66113, State: Washington, County: Thurston County, Total Pop: 269885, Poverty: 11.6
Entry(2934): Income 66123, State: Tennessee, County: Wilson County, Total Pop: 128874, Poverty: 9.2
Entry(2935): Income 66187, State: Texas, County: Guadalupe County, Total Pop: 150889, Poverty: 10.6
Entry(2936): Income 66447, State: Virginia, County: Henrico County, Total Pop: 324073, Poverty: 10.4
Entry(2937): Income 66485, State: Nebraska, County: Washington County, Total Pop: 20414, Poverty: 9.8
Entry(2938): Income 66489, State: Colorado, County: Grand County, Total Pop: 14793, Poverty: 13.1
Entry(2939): Income 66489, State: Colorado, County: Weld County, Total Pop: 285729, Poverty: 11.2
Entry(2940): Income 66503, State: Colorado, County: Garfield County, Total Pop: 57945, Poverty: 9.6
Entry(2941): Income 66539, State: Louisiana, County: St. Tammany Parish, Total Pop: 249201, Poverty: 10.8
Entry(2942): Income 66542, State: Utah, County: Tooele County, Total Pop: 63357, Poverty: 6.9
Entry(2943): Income 66572, State: Montana, County: Richland County, Total Pop: 11405, Poverty: 5.9
Entry(2944): Income 66607, State: Alaska, County: Aleutians East Borough, Total Pop: 3338, Poverty: 16.7
Entry(2945): Income 66772, State: Wisconsin, County: Pierce County, Total Pop: 41226, Poverty: 10.7
Entry(2946): Income 66809, State: Colorado, County: Teller County, Total Pop: 23769, Poverty: 7.5
Entry(2947): Income 66906, State: Vermont, County: Chittenden County, Total Pop: 160985, Poverty: 11.3
Entry(2948): Income 66944, State: Wyoming, County: Crook County, Total Pop: 7347, Poverty: 5.1
Entry(2949): Income 67010, State: Texas, County: Carson County, Total Pop: 6033, Poverty: 6.4
Entry(2950): Income 67012, State: Utah, County: Uintah County, Total Pop: 36343, Poverty: 11.6
Entry(2951): Income 67042, State: Utah, County: Utah County, Total Pop: 576496, Poverty: 11.8
Entry(2952): Income 67159, State: Nevada, County: Eureka County, Total Pop: 1728, Poverty: 10.0
Entry(2953): Income 67175, State: California, County: San Luis Obispo County, Total Pop: 280119, Poverty: 13.8
Entry(2954): Income 67196, State: Virginia, County: Orange County, Total Pop: 35265, Poverty: 8.9
Entry(2955): Income 67308, State: North Dakota, County: Burleigh County, Total Pop: 92372, Poverty: 8.5
Entry(2956): Income 67321, State: Alaska, County: Ketchikan Gateway Borough, Total Pop: 13745, Poverty: 10.6
Entry(2957): Income 67360, State: Illinois, County: Piatt County, Total Pop: 16433, Poverty: 5.4
Entry(2958): Income 67371, State: Texas, County: Ellis County, Total Pop: 164092, Poverty: 10.5
Entry(2959): Income 67423, State: Virginia, County: King William County, Total Pop: 16329, Poverty: 10.9
Entry(2960): Income 67472, State: Colorado, County: Routt County, Total Pop: 24359, Poverty: 10.7
Entry(2961): Income 67535, State: Massachusetts, County: Dukes County, Total Pop: 17275, Poverty: 8.4
Entry(2962): Income 67565, State: Minnesota, County: Isanti County, Total Pop: 38584, Poverty: 7.1
Entry(2963): Income 67570, State: Georgia, County: Coweta County, Total Pop: 138015, Poverty: 11.6
Entry(2964): Income 67631, State: Wisconsin, County: Dane County, Total Pop: 522837, Poverty: 12.4
Entry(2965): Income 67755, State: Colorado, County: Pitkin County, Total Pop: 17747, Poverty: 7.1
Entry(2966): Income 67767, State: Virginia, County: Isle of Wight County, Total Pop: 36090, Poverty: 10.3
Entry(2967): Income 67805, State: New Hampshire, County: Strafford County, Total Pop: 126552, Poverty: 9.5
Entry(2968): Income 67832, State: Washington, County: Clark County, Total Pop: 457474, Poverty: 10.3
Entry(2969): Income 67922, State: Utah, County: Salt Lake County, Total Pop: 1106700, Poverty: 10.4
Entry(2970): Income 67949, State: Iowa, County: Mills County, Total Pop: 14933, Poverty: 9.1
Entry(2971): Income 67964, State: Virginia, County: Fluvanna County, Total Pop: 26109, Poverty: 6.1
Entry(2972): Income 68023, State: California, County: Santa Barbara County, Total Pop: 442996, Poverty: 15.4
Entry(2973): Income 68048, State: Massachusetts, County: Barnstable County, Total Pop: 213900, Poverty: 7.5
Entry(2974): Income 68089, State: Virginia, County: Suffolk city, Total Pop: 88057, Poverty: 11.2
Entry(2975): Income 68284, State: Nebraska, County: Cass County, Total Pop: 25513, Poverty: 6.3
Entry(2976): Income 68327, State: North Carolina, County: Camden County, Total Pop: 10336, Poverty: 9.0
Entry(2977): Income 68336, State: Delaware, County: New Castle County, Total Pop: 555036, Poverty: 11.9
Entry(2978): Income 68336, State: Washington, County: Kitsap County, Total Pop: 258903, Poverty: 9.9
Entry(2979): Income 68350, State: Texas, County: Travis County, Total Pop: 1176584, Poverty: 13.9
Entry(2980): Income 68461, State: Virginia, County: Prince George County, Total Pop: 37704, Poverty: 12.3
Entry(2981): Income 68534, State: Colorado, County: Clear Creek County, Total Pop: 9257, Poverty: 6.8
Entry(2982): Income 68589, State: Georgia, County: Bryan County, Total Pop: 34883, Poverty: 14.1
Entry(2983): Income 68594, State: North Dakota, County: Dunn County, Total Pop: 4349, Poverty: 10.6
Entry(2984): Income 68600, State: Mississippi, County: Madison County, Total Pop: 102212, Poverty: 12.0
Entry(2985): Income 68679, State: Texas, County: Hemphill County, Total Pop: 4152, Poverty: 8.8
Entry(2986): Income 68750, State: Texas, County: Armstrong County, Total Pop: 1929, Poverty: 7.5
Entry(2987): Income 68916, State: Kentucky, County: Spencer County, Total Pop: 18012, Poverty: 8.7
Entry(2988): Income 69047, State: Rhode Island, County: Kent County, Total Pop: 164012, Poverty: 7.8
Entry(2989): Income 69220, State: Oklahoma, County: Canadian County, Total Pop: 132922, Poverty: 7.9
Entry(2990): Income 69313, State: Massachusetts, County: Worcester County, Total Pop: 818249, Poverty: 11.1
Entry(2991): Income 69324, State: Nevada, County: Humboldt County, Total Pop: 17088, Poverty: 9.1
Entry(2992): Income 69411, State: Connecticut, County: New London County, Total Pop: 270772, Poverty: 9.9
Entry(2993): Income 69507, State: Illinois, County: Woodford County, Total Pop: 38942, Poverty: 7.4
Entry(2994): Income 69539, State: Georgia, County: Harris County, Total Pop: 33198, Poverty: 7.3
Entry(2995): Income 69553, State: Colorado, County: Arapahoe County, Total Pop: 626612, Poverty: 9.9
Entry(2996): Income 69622, State: North Dakota, County: Mountrail County, Total Pop: 9986, Poverty: 11.2
Entry(2997): Income 69693, State: Virginia, County: Culpeper County, Total Pop: 49795, Poverty: 8.9
Entry(2998): Income 69839, State: Pennsylvania, County: Delaware County, Total Pop: 563384, Poverty: 10.4
Entry(2999): Income 69856, State: New Hampshire, County: Merrimack County, Total Pop: 147958, Poverty: 7.7
Entry(3000): Income 69936, State: Connecticut, County: Hartford County, Total Pop: 897417, Poverty: 11.2
Entry(3001): Income 70022, State: Kansas, County: Leavenworth County, Total Pop: 79359, Poverty: 9.0
Entry(3002): Income 70500, State: Virginia, County: Virginia Beach city, Total Pop: 450057, Poverty: 8.0
Entry(3003): Income 70516, State: Maryland, County: Cecil County, Total Pop: 102416, Poverty: 9.4
Entry(3004): Income 70588, State: California, County: San Diego County, Total Pop: 3283665, Poverty: 13.3
Entry(3005): Income 70608, State: Texas, County: Parker County, Total Pop: 125963, Poverty: 9.2
Entry(3006): Income 70640, State: Alaska, County: Haines Borough, Total Pop: 2537, Poverty: 8.4
Entry(3007): Income 70662, State: Wisconsin, County: Calumet County, Total Pop: 49737, Poverty: 5.9
Entry(3008): Income 70673, State: Alaska, County: Skagway Municipality, Total Pop: 1038, Poverty: 5.6
Entry(3009): Income 70753, State: Texas, County: Andrews County, Total Pop: 17577, Poverty: 11.9
Entry(3010): Income 70765, State: Alaska, County: Sitka City and Borough, Total Pop: 8810, Poverty: 9.2
Entry(3011): Income 70858, State: North Carolina, County: Union County, Total Pop: 222095, Poverty: 9.4
Entry(3012): Income 70973, State: Indiana, County: Hancock County, Total Pop: 72776, Poverty: 7.0
Entry(3013): Income 71037, State: Virginia, County: Frederick County, Total Pop: 83784, Poverty: 5.6
Entry(3014): Income 71078, State: Minnesota, County: Dodge County, Total Pop: 20485, Poverty: 5.7
Entry(3015): Income 71083, State: Wyoming, County: Sweetwater County, Total Pop: 44527, Poverty: 12.0
Entry(3016): Income 71115, State: Texas, County: Martin County, Total Pop: 5547, Poverty: 7.0
Entry(3017): Income 71154, State: Minnesota, County: Hennepin County, Total Pop: 1224763, Poverty: 11.5
Entry(3018): Income 71389, State: Texas, County: McMullen County, Total Pop: 600, Poverty: 7.0
Entry(3019): Income 71500, State: North Dakota, County: Oliver County, Total Pop: 1822, Poverty: 3.1
Entry(3020): Income 71514, State: Iowa, County: Warren County, Total Pop: 48630, Poverty: 6.2
Entry(3021): Income 71595, State: Ohio, County: Medina County, Total Pop: 176362, Poverty: 6.2
Entry(3022): Income 71598, State: Illinois, County: Grundy County, Total Pop: 50333, Poverty: 9.4
Entry(3023): Income 71667, State: North Dakota, County: Burke County, Total Pop: 2253, Poverty: 7.3
Entry(3024): Income 71769, State: California, County: Sonoma County, Total Pop: 500943, Poverty: 10.7
Entry(3025): Income 71810, State: Maryland, County: Baltimore County, Total Pop: 828637, Poverty: 9.1
Entry(3026): Income 71942, State: Texas, County: Wilson County, Total Pop: 47205, Poverty: 10.2
Entry(3027): Income 72004, State: Georgia, County: Cobb County, Total Pop: 739072, Poverty: 10.9
Entry(3028): Income 72129, State: Virginia, County: Clarke County, Total Pop: 14331, Poverty: 10.4
Entry(3029): Income 72214, State: Virginia, County: Chesapeake city, Total Pop: 235410, Poverty: 9.6
Entry(3030): Income 72265, State: Virginia, County: Albemarle County, Total Pop: 105105, Poverty: 9.8
Entry(3031): Income 72330, State: Hawaii, County: Kauai County, Total Pop: 71093, Poverty: 9.1
Entry(3032): Income 72337, State: Minnesota, County: Olmsted County, Total Pop: 151685, Poverty: 9.1
Entry(3033): Income 72408, State: Oregon, County: Clackamas County, Total Pop: 399962, Poverty: 9.0
Entry(3034): Income 72526, State: West Virginia, County: Jefferson County, Total Pop: 55673, Poverty: 9.9
Entry(3035): Income 72544, State: Colorado, County: Gilpin County, Total Pop: 5793, Poverty: 5.6
Entry(3036): Income 72731, State: Kentucky, County: Boone County, Total Pop: 127682, Poverty: 7.6
Entry(3037): Income 72762, State: Hawaii, County: Maui County, Total Pop: 164094, Poverty: 10.0
Entry(3038): Income 72950, State: California, County: Solano County, Total Pop: 434981, Poverty: 11.5
Entry(3039): Income 73021, State: Wisconsin, County: Washington County, Total Pop: 133967, Poverty: 5.5
Entry(3040): Income 73369, State: Michigan, County: Oakland County, Total Pop: 1241860, Poverty: 9.0
Entry(3041): Income 73376, State: New Jersey, County: Union County, Total Pop: 557320, Poverty: 10.3
Entry(3042): Income 73533, State: Massachusetts, County: Essex County, Total Pop: 775860, Poverty: 10.9
Entry(3043): Income 73538, State: Colorado, County: Summit County, Total Pop: 29722, Poverty: 10.3
Entry(3044): Income 73577, State: North Carolina, County: Wake County, Total Pop: 1023811, Poverty: 10.1
Entry(3045): Income 73640, State: Florida, County: St. Johns County, Total Pop: 226578, Poverty: 9.1
Entry(3046): Income 73655, State: Texas, County: Comal County, Total Pop: 129100, Poverty: 9.2
Entry(3047): Income 73663, State: California, County: Santa Cruz County, Total Pop: 273263, Poverty: 14.7
