Entry(0): Total Pop: 74, State: Texas, County: Loving County, Income: 80938, Poverty: 17.1
Entry(2887): Total Pop: 196716, State: North Carolina, County: Cabarrus County, Income: 60716, Poverty: 11.5
Entry(2888): Total Pop: 197591, State: Florida, County: Okaloosa County, Income: 59955, Poverty: 11.5
Entry(2889): Total Pop: 198134, State: Illinois, County: Sangamon County, Income: 58687, Poverty: 15.6
Entry(2890): Total Pop: 198647, State: Georgia, County: Muscogee County, Income: 43239, Poverty: 21.7
Entry(2891): Total Pop: 198753, State: Louisiana, County: Calcasieu Parish, Income: 48219, Poverty: 16.8
Entry(2892): Total Pop: 200294, State: Minnesota, County: St. Louis County, Income: 50936, Poverty: 15.4
Entry(2893): Total Pop: 200491, State: Mississippi, County: Harrison County, Income: 44684, Poverty: 20.5
Entry(2894): Total Pop: 201454, State: Maine, County: York County, Income: 62618, Poverty: 8.5
Entry(2895): Total Pop: 201568, State: Georgia, County: Richmond County, Income: 39430, Poverty: 24.2
Entry(2896): Total Pop: 202166, State: Ohio, County: Clermont County, Income: 64183, Poverty: 9.8
Entry(2897): Total Pop: 202924, State: Indiana, County: Elkhart County, Income: 52449, Poverty: 13.8
Entry(2898): Total Pop: 203291, State: Florida, County: Clay County, Income: 61971, Poverty: 10.4
Entry(2899): Total Pop: 203341, State: Ohio, County: Trumbull County, Income: 45380, Poverty: 17.2
Entry(2900): Total Pop: 203360, State: Alabama, County: Baldwin County, Income: 52562, Poverty: 11.8
Entry(2901): Total Pop: 204281, State: Arizona, County: Yuma County, Income: 43253, Poverty: 19.7
Entry(2902): Total Pop: 204424, State: Alabama, County: Tuscaloosa County, Income: 50513, Poverty: 17.3
Entry(2903): Total Pop: 204632, State: South Carolina, County: Berkeley County, Income: 56697, Poverty: 12.8
Entry(2904): Total Pop: 204691, State: Arizona, County: Mohave County, Income: 41567, Poverty: 18.6
Entry(2905): Total Pop: 207027, State: Idaho, County: Canyon County, Income: 46426, Poverty: 17.1
Entry(2906): Total Pop: 207661, State: Pennsylvania, County: Washington County, Income: 59309, Poverty: 9.7
Entry(2907): Total Pop: 207946, State: Illinois, County: Champaign County, Income: 49586, Poverty: 21.4
Entry(2908): Total Pop: 208721, State: Alabama, County: Shelby County, Income: 74063, Poverty: 8.3
Entry(2909): Total Pop: 211300, State: Georgia, County: Forsyth County, Income: 96445, Poverty: 6.5
Entry(2910): Total Pop: 211960, State: Pennsylvania, County: Lackawanna County, Income: 48380, Poverty: 15.4
Entry(2911): Total Pop: 212070, State: Oregon, County: Jackson County, Income: 48688, Poverty: 16.7
Entry(2912): Total Pop: 212161, State: Tennessee, County: Williamson County, Income: 103543, Poverty: 4.6
Entry(2913): Total Pop: 212605, State: California, County: Yolo County, Income: 61621, Poverty: 19.4
Entry(2914): Total Pop: 212675, State: New York, County: Niagara County, Income: 51656, Poverty: 13.4
Entry(2915): Total Pop: 212738, State: Washington, County: Whatcom County, Income: 56419, Poverty: 15.3
Entry(2916): Total Pop: 213849, State: New Mexico, County: Doña Ana County, Income: 39114, Poverty: 27.9
Entry(2917): Total Pop: 213900, State: Massachusetts, County: Barnstable County, Income: 68048, Poverty: 7.5
Entry(2918): Total Pop: 214049, State: North Carolina, County: Gaston County, Income: 46626, Poverty: 16.5
Entry(2919): Total Pop: 214231, State: Texas, County: Brazos County, Income: 43907, Poverty: 26.0
Entry(2920): Total Pop: 215551, State: Delaware, County: Sussex County, Income: 57901, Poverty: 12.0
Entry(2921): Total Pop: 217506, State: Georgia, County: Henry County, Income: 64752, Poverty: 11.4
Entry(2922): Total Pop: 219866, State: North Carolina, County: New Hanover County, Income: 51457, Poverty: 18.0
Entry(2923): Total Pop: 220008, State: Iowa, County: Linn County, Income: 62702, Poverty: 9.5
Entry(2924): Total Pop: 220892, State: Virginia, County: Richmond city, Income: 42356, Poverty: 25.2
Entry(2925): Total Pop: 220972, State: Arizona, County: Yavapai County, Income: 48259, Poverty: 14.7
Entry(2926): Total Pop: 222095, State: North Carolina, County: Union County, Income: 70858, Poverty: 9.4
Entry(2927): Total Pop: 222277, State: Texas, County: Smith County, Income: 50742, Poverty: 16.3
Entry(2928): Total Pop: 222639, State: Missouri, County: Jefferson County, Income: 60765, Poverty: 10.9
Entry(2929): Total Pop: 223683, State: Arkansas, County: Washington County, Income: 47452, Poverty: 18.0
Entry(2930): Total Pop: 223868, State: Ohio, County: Warren County, Income: 79397, Poverty: 5.1
Entry(2931): Total Pop: 225207, State: California, County: Butte County, Income: 46516, Poverty: 20.5
Entry(2932): Total Pop: 226578, State: Florida, County: St. Johns County, Income: 73640, Poverty: 9.1
Entry(2933): Total Pop: 226632, State: New York, County: Saratoga County, Income: 77548, Poverty: 6.6
Entry(2934): Total Pop: 227120, State: Alabama, County: Montgomery County, Income: 46545, Poverty: 20.8
Entry(2935): Total Pop: 229534, State: Virginia, County: Arlington County, Income: 112138, Poverty: 8.2
Entry(2936): Total Pop: 229701, State: Ohio, County: Lake County, Income: 61137, Poverty: 8.3
Entry(2937): Total Pop: 231857, State: Ohio, County: Mahoning County, Income: 43251, Poverty: 17.6
Entry(2938): Total Pop: 232324, State: New York, County: Oneida County, Income: 51316, Poverty: 16.6
Entry(2939): Total Pop: 235410, State: Virginia, County: Chesapeake city, Income: 72214, Poverty: 9.6
Entry(2940): Total Pop: 235896, State: Georgia, County: Cherokee County, Income: 75477, Poverty: 9.4
Entry(2941): Total Pop: 236068, State: Missouri, County: Clay County, Income: 65675, Poverty: 8.9
Entry(2942): Total Pop: 238230, State: Louisiana, County: Lafayette Parish, Income: 53950, Poverty: 16.6
Entry(2943): Total Pop: 243249, State: Mississippi, County: Hinds County, Income: 41011, Poverty: 23.9
Entry(2944): Total Pop: 244101, State: Utah, County: Weber County, Income: 62036, Poverty: 12.1
Entry(2945): Total Pop: 245720, State: Texas, County: McLennan County, Income: 46262, Poverty: 19.3
Entry(2946): Total Pop: 245752, State: Virginia, County: Norfolk city, Income: 47137, Poverty: 21.0
Entry(2947): Total Pop: 245801, State: Pennsylvania, County: Cumberland County, Income: 65544, Poverty: 7.8
Entry(2948): Total Pop: 246105, State: Maryland, County: Frederick County, Income: 88502, Poverty: 7.2
Entry(2949): Total Pop: 248279, State: Washington, County: Yakima County, Income: 47470, Poverty: 19.0
Entry(2950): Total Pop: 249201, State: Louisiana, County: St. Tammany Parish, Income: 66539, Poverty: 10.8
Entry(2951): Total Pop: 250132, State: Maryland, County: Harford County, Income: 83445, Poverty: 7.5
Entry(2952): Total Pop: 250979, State: Minnesota, County: Washington County, Income: 89598, Poverty: 5.0
Entry(2953): Total Pop: 251069, State: Louisiana, County: Caddo Parish, Income: 40391, Poverty: 23.4
Entry(2954): Total Pop: 251664, State: South Carolina, County: York County, Income: 59394, Poverty: 12.3
Entry(2955): Total Pop: 251823, State: Arkansas, County: Benton County, Income: 61271, Poverty: 10.5
Entry(2956): Total Pop: 252268, State: North Carolina, County: Buncombe County, Income: 48464, Poverty: 13.2
Entry(2957): Total Pop: 254574, State: Texas, County: Jefferson County, Income: 46315, Poverty: 19.4
Entry(2958): Total Pop: 258004, State: Wisconsin, County: Brown County, Income: 56775, Poverty: 11.3
Entry(2959): Total Pop: 258903, State: Washington, County: Kitsap County, Income: 68336, Poverty: 9.9
Entry(2960): Total Pop: 259830, State: Michigan, County: Kalamazoo County, Income: 51945, Poverty: 16.7
Entry(2961): Total Pop: 259865, State: Florida, County: Alachua County, Income: 45478, Poverty: 23.3
Entry(2962): Total Pop: 260814, State: California, County: Marin County, Income: 104703, Poverty: 8.1
Entry(2963): Total Pop: 264433, State: Illinois, County: St. Clair County, Income: 51103, Poverty: 17.0
Entry(2964): Total Pop: 266153, State: Illinois, County: Madison County, Income: 56536, Poverty: 13.5
Entry(2965): Total Pop: 267390, State: California, County: Merced County, Income: 46338, Poverty: 23.3
Entry(2966): Total Pop: 268613, State: Indiana, County: St. Joseph County, Income: 48121, Poverty: 17.1
Entry(2967): Total Pop: 269624, State: Texas, County: Webb County, Income: 40442, Poverty: 31.5
Entry(2968): Total Pop: 269885, State: Washington, County: Thurston County, Income: 66113, Poverty: 11.6
Entry(2969): Total Pop: 270772, State: Connecticut, County: New London County, Income: 69411, Poverty: 9.9
Entry(2970): Total Pop: 272926, State: New Jersey, County: Atlantic County, Income: 57514, Poverty: 15.3
Entry(2971): Total Pop: 273263, State: California, County: Santa Cruz County, Income: 73663, Poverty: 14.7
Entry(2972): Total Pop: 273329, State: Pennsylvania, County: Dauphin County, Income: 57071, Poverty: 13.2
Entry(2973): Total Pop: 274024, State: Oklahoma, County: Cleveland County, Income: 60632, Poverty: 12.6
Entry(2974): Total Pop: 274150, State: Georgia, County: Clayton County, Income: 44106, Poverty: 21.9
Entry(2975): Total Pop: 277794, State: Pennsylvania, County: Erie County, Income: 48192, Poverty: 16.8
Entry(2976): Total Pop: 280119, State: California, County: San Luis Obispo County, Income: 67175, Poverty: 13.8
Entry(2977): Total Pop: 280243, State: Michigan, County: Ottawa County, Income: 63962, Poverty: 9.5
Entry(2978): Total Pop: 281870, State: South Carolina, County: Lexington County, Income: 57482, Poverty: 12.8
Entry(2979): Total Pop: 285506, State: Georgia, County: Chatham County, Income: 52215, Poverty: 17.3
Entry(2980): Total Pop: 285729, State: Colorado, County: Weld County, Income: 66489, Poverty: 11.2
Entry(2981): Total Pop: 285890, State: Florida, County: Leon County, Income: 49941, Poverty: 20.5
Entry(2982): Total Pop: 286185, State: Michigan, County: Ingham County, Income: 49109, Poverty: 20.9
Entry(2983): Total Pop: 286759, State: Missouri, County: Greene County, Income: 43175, Poverty: 18.5
Entry(2984): Total Pop: 287512, State: Illinois, County: Winnebago County, Income: 51110, Poverty: 15.3
Entry(2985): Total Pop: 289173, State: Maine, County: Cumberland County, Income: 65702, Poverty: 10.7
Entry(2986): Total Pop: 291372, State: New Jersey, County: Gloucester County, Income: 81489, Poverty: 7.9
Entry(2987): Total Pop: 295685, State: New York, County: Dutchess County, Income: 75585, Poverty: 9.1
Entry(2988): Total Pop: 297732, State: South Carolina, County: Spartanburg County, Income: 47575, Poverty: 15.6
Entry(2989): Total Pop: 298042, State: Texas, County: Lubbock County, Income: 49078, Poverty: 18.8
Entry(2990): Total Pop: 298225, State: Alaska, County: Anchorage Municipality, Income: 82271, Poverty: 8.1
Entry(2991): Total Pop: 298456, State: Tennessee, County: Rutherford County, Income: 62149, Poverty: 11.8
Entry(2992): Total Pop: 298763, State: Florida, County: St. Lucie County, Income: 47132, Poverty: 16.6
Entry(2993): Total Pop: 300865, State: North Carolina, County: Durham County, Income: 56393, Poverty: 16.4
Entry(2994): Total Pop: 300941, State: Pennsylvania, County: Northampton County, Income: 65390, Poverty: 9.2
Entry(2995): Total Pop: 302479, State: New Hampshire, County: Rockingham County, Income: 85619, Poverty: 4.8
Entry(2996): Total Pop: 305405, State: Ohio, County: Lorain County, Income: 54987, Poverty: 13.7
Entry(2997): Total Pop: 306357, State: Nebraska, County: Lancaster County, Income: 55747, Poverty: 14.0
Entry(2998): Total Pop: 308043, State: Illinois, County: McHenry County, Income: 82230, Poverty: 7.3
Entry(2999): Total Pop: 308580, State: New York, County: Albany County, Income: 62293, Poverty: 12.4
Entry(3000): Total Pop: 309687, State: Indiana, County: Hamilton County, Income: 90582, Poverty: 5.0
Entry(3001): Total Pop: 309924, State: Florida, County: Escambia County, Income: 47361, Poverty: 14.6
Entry(3002): Total Pop: 310186, State: South Carolina, County: Horry County, Income: 46475, Poverty: 17.0
Entry(3003): Total Pop: 312495, State: Maryland, County: Howard County, Income: 115576, Poverty: 5.2
Entry(3004): Total Pop: 314867, State: Missouri, County: St. Louis city, Income: 38664, Poverty: 25.0
Entry(3005): Total Pop: 315109, State: Kentucky, County: Fayette County, Income: 53013, Poverty: 18.6
Entry(3006): Total Pop: 316782, State: Colorado, County: Boulder County, Income: 75669, Poverty: 13.1
Entry(3007): Total Pop: 318222, State: Pennsylvania, County: Luzerne County, Income: 49290, Poverty: 15.2
Entry(3008): Total Pop: 320940, State: Colorado, County: Douglas County, Income: 111154, Poverty: 3.6
Entry(3009): Total Pop: 321184, State: Texas, County: Galveston County, Income: 65702, Poverty: 13.9
Entry(3010): Total Pop: 324073, State: Virginia, County: Henrico County, Income: 66447, Poverty: 10.4
Entry(3011): Total Pop: 325027, State: New York, County: Rockland County, Income: 88571, Poverty: 14.2
Entry(3012): Total Pop: 325168, State: Florida, County: Osceola County, Income: 47343, Poverty: 17.8
Entry(3013): Total Pop: 326215, State: Florida, County: Lake County, Income: 49734, Poverty: 12.8
Entry(3014): Total Pop: 330453, State: Oregon, County: Marion County, Income: 53828, Poverty: 15.9
Entry(3015): Total Pop: 330976, State: Colorado, County: Larimer County, Income: 64980, Poverty: 12.4
Entry(3016): Total Pop: 332766, State: North Carolina, County: Cumberland County, Income: 44737, Poverty: 18.2
Entry(3017): Total Pop: 333316, State: New Jersey, County: Somerset County, Income: 106046, Poverty: 4.8
Entry(3018): Total Pop: 334977, State: Utah, County: Davis County, Income: 75961, Poverty: 6.2
Entry(3019): Total Pop: 335594, State: Virginia, County: Chesterfield County, Income: 76969, Poverty: 7.2
Entry(3020): Total Pop: 336506, State: Texas, County: Bell County, Income: 52583, Poverty: 14.3
Entry(3021): Total Pop: 343778, State: Florida, County: Marion County, Income: 41964, Poverty: 17.6
Entry(3022): Total Pop: 344861, State: Minnesota, County: Anoka County, Income: 76796, Poverty: 6.6
Entry(3023): Total Pop: 345995, State: Texas, County: Brazoria County, Income: 76426, Poverty: 9.9
Entry(3024): Total Pop: 353213, State: Alabama, County: Madison County, Income: 61318, Poverty: 13.6
Entry(3025): Total Pop: 354589, State: Tennessee, County: Hamilton County, Income: 50273, Poverty: 14.5
Entry(3026): Total Pop: 355181, State: Puerto Rico, County: San Juan Municipio, Income: 21677, Poverty: 42.0
Entry(3027): Total Pop: 356774, State: Florida, County: Collier County, Income: 62407, Poverty: 12.8
Entry(3028): Total Pop: 356835, State: Pennsylvania, County: Westmoreland County, Income: 56702, Poverty: 10.3
Entry(3029): Total Pop: 358484, State: Texas, County: Nueces County, Income: 53317, Poverty: 16.7
Entry(3030): Total Pop: 360774, State: Pennsylvania, County: Lehigh County, Income: 60116, Poverty: 13.3
Entry(3031): Total Pop: 361509, State: Michigan, County: Washtenaw County, Income: 65618, Poverty: 14.5
Entry(3032): Total Pop: 363471, State: Oregon, County: Lane County, Income: 47710, Poverty: 18.8
Entry(3033): Total Pop: 363542, State: Florida, County: Manatee County, Income: 53408, Poverty: 13.4
Entry(3034): Total Pop: 367747, State: Indiana, County: Allen County, Income: 51091, Poverty: 14.7
Entry(3035): Total Pop: 368362, State: North Carolina, County: Forsyth County, Income: 48369, Poverty: 18.7
Entry(3036): Total Pop: 373362, State: New Jersey, County: Mercer County, Income: 77027, Poverty: 11.3
Entry(3037): Total Pop: 374273, State: Ohio, County: Stark County, Income: 50117, Poverty: 14.0
Entry(3038): Total Pop: 374558, State: Virginia, County: Loudoun County, Income: 129588, Poverty: 3.7
Entry(3039): Total Pop: 374985, State: California, County: Placer County, Income: 80488, Poverty: 8.2
Entry(3040): Total Pop: 375702, State: Ohio, County: Butler County, Income: 62188, Poverty: 12.9
Entry(3041): Total Pop: 378174, State: New York, County: Orange County, Income: 75146, Poverty: 12.2
Entry(3042): Total Pop: 385115, State: Missouri, County: St. Charles County, Income: 78380, Poverty: 5.7
Entry(3043): Total Pop: 387847, State: South Carolina, County: Charleston County, Income: 57882, Poverty: 15.3
Entry(3044): Total Pop: 388182, State: Louisiana, County: Orleans Parish, Income: 38721, Poverty: 25.4
Entry(3045): Total Pop: 392848, State: Arkansas, County: Pulaski County, Income: 48850, Poverty: 17.3
