Entry(0): County: Abbeville County, State: South Carolina, Total Pop: 24788, Income: 35254, Poverty: 22.7
Entry(2877): County: Tompkins County, State: New York, Total Pop: 104415, Income: 56200, Poverty: 20.4
Entry(2878): County: Tooele County, State: Utah, Total Pop: 63357, Income: 66542, Poverty: 6.9
Entry(2879): County: Toole County, State: Montana, Total Pop: 5031, Income: 46735, Poverty: 16.6
Entry(2880): County: Toombs County, State: Georgia, Total Pop: 27160, Income: 35750, Poverty: 24.4
Entry(2881): County: Torrance County, State: New Mexico, Total Pop: 15534, Income: 35543, Poverty: 27.1
Entry(2882): County: Towner County, State: North Dakota, Total Pop: 2258, Income: 54625, Poverty: 12.4
Entry(2883): County: Towns County, State: Georgia, Total Pop: 11173, Income: 41182, Poverty: 14.7
Entry(2884): County: Traill County, State: North Dakota, Total Pop: 8050, Income: 60952, Poverty: 6.9
Entry(2885): County: Transylvania County, State: North Carolina, Total Pop: 33291, Income: 44559, Poverty: 15.5
Entry(2886): County: Traverse County, State: Minnesota, Total Pop: 3357, Income: 48889, Poverty: 10.9
Entry(2887): County: Travis County, State: Texas, Total Pop: 1176584, Income: 68350, Poverty: 13.9
Entry(2888): County: Treasure County, State: Montana, Total Pop: 790, Income: 42454, Poverty: 17.0
Entry(2889): County: Trego County, State: Kansas, Total Pop: 2899, Income: 55197, Poverty: 4.8
Entry(2890): County: Trempealeau County, State: Wisconsin, Total Pop: 29510, Income: 54009, Poverty: 9.0
Entry(2891): County: Treutlen County, State: Georgia, Total Pop: 6752, Income: 39375, Poverty: 21.0
Entry(2892): County: Trigg County, State: Kentucky, Total Pop: 14286, Income: 47259, Poverty: 15.8
Entry(2893): County: Trimble County, State: Kentucky, Total Pop: 8697, Income: 50998, Poverty: 15.2
Entry(2894): County: Trinity County, State: Texas, Total Pop: 14481, Income: 37398, Poverty: 18.4
Entry(2895): County: Trinity County, State: California, Total Pop: 13037, Income: 36563, Poverty: 19.9
Entry(2896): County: Tripp County, State: South Dakota, Total Pop: 5480, Income: 48409, Poverty: 19.7
Entry(2897): County: Troup County, State: Georgia, Total Pop: 69433, Income: 43597, Poverty: 21.3
Entry(2898): County: Trousdale County, State: Tennessee, Total Pop: 8773, Income: 41776, Poverty: 13.3
Entry(2899): County: Trujillo Alto Municipio, State: Puerto Rico, Total Pop: 69478, Income: 31202, Poverty: 30.4
Entry(2900): County: Trumbull County, State: Ohio, Total Pop: 203341, Income: 45380, Poverty: 17.2
Entry(2901): County: Tucker County, State: West Virginia, Total Pop: 7035, Income: 43294, Poverty: 15.3
Entry(2902): County: Tulare County, State: California, Total Pop: 458809, Income: 44871, Poverty: 27.1
Entry(2903): County: Tulsa County, State: Oklahoma, Total Pop: 637123, Income: 52017, Poverty: 15.5
Entry(2904): County: Tunica County, State: Mississippi, Total Pop: 10276, Income: 32052, Poverty: 27.0
Entry(2905): County: Tuolumne County, State: California, Total Pop: 53899, Income: 54325, Poverty: 13.6
Entry(2906): County: Turner County, State: Georgia, Total Pop: 8036, Income: 42622, Poverty: 27.9
Entry(2907): County: Turner County, State: South Dakota, Total Pop: 8242, Income: 54294, Poverty: 10.6
Entry(2908): County: Tuscaloosa County, State: Alabama, Total Pop: 204424, Income: 50513, Poverty: 17.3
Entry(2909): County: Tuscarawas County, State: Ohio, Total Pop: 92531, Income: 49460, Poverty: 13.8
Entry(2910): County: Tuscola County, State: Michigan, Total Pop: 53569, Income: 45495, Poverty: 15.9
Entry(2911): County: Twiggs County, State: Georgia, Total Pop: 8323, Income: 30629, Poverty: 27.3
Entry(2912): County: Twin Falls County, State: Idaho, Total Pop: 82248, Income: 49118, Poverty: 14.4
Entry(2913): County: Tyler County, State: Texas, Total Pop: 21456, Income: 44396, Poverty: 15.8
Entry(2914): County: Tyler County, State: West Virginia, Total Pop: 8949, Income: 40902, Poverty: 16.4
Entry(2915): County: Tyrrell County, State: North Carolina, Total Pop: 4090, Income: 32411, Poverty: 26.8
Entry(2916): County: Uinta County, State: Wyoming, Total Pop: 20758, Income: 54672, Poverty: 14.9
Entry(2917): County: Uintah County, State: Utah, Total Pop: 36343, Income: 67012, Poverty: 11.6
Entry(2918): County: Ulster County, State: New York, Total Pop: 180129, Income: 61652, Poverty: 13.2
Entry(2919): County: Umatilla County, State: Oregon, Total Pop: 76736, Income: 50071, Poverty: 17.8
Entry(2920): County: Unicoi County, State: Tennessee, Total Pop: 17830, Income: 36576, Poverty: 20.1
Entry(2921): County: Union County, State: Arkansas, Total Pop: 40022, Income: 41106, Poverty: 20.1
Entry(2922): County: Union County, State: Georgia, Total Pop: 22262, Income: 42767, Poverty: 12.8
Entry(2923): County: Union County, State: Illinois, Total Pop: 17267, Income: 46716, Poverty: 16.8
Entry(2924): County: Union County, State: Kentucky, Total Pop: 14915, Income: 42139, Poverty: 22.9
Entry(2925): County: Union County, State: Iowa, Total Pop: 12497, Income: 47597, Poverty: 13.8
Entry(2926): County: Union County, State: New Mexico, Total Pop: 4216, Income: 38240, Poverty: 14.2
Entry(2927): County: Union County, State: Florida, Total Pop: 15300, Income: 37460, Poverty: 21.4
Entry(2928): County: Union County, State: Indiana, Total Pop: 7225, Income: 45531, Poverty: 8.2
Entry(2929): County: Union County, State: Ohio, Total Pop: 54688, Income: 78848, Poverty: 7.4
Entry(2930): County: Union County, State: Mississippi, Total Pop: 28202, Income: 40076, Poverty: 18.2
Entry(2931): County: Union County, State: New Jersey, Total Pop: 557320, Income: 73376, Poverty: 10.3
Entry(2932): County: Union County, State: Oregon, Total Pop: 25810, Income: 46228, Poverty: 17.4
Entry(2933): County: Union County, State: Pennsylvania, Total Pop: 45056, Income: 53768, Poverty: 10.2
Entry(2934): County: Union County, State: North Carolina, Total Pop: 222095, Income: 70858, Poverty: 9.4
Entry(2935): County: Union County, State: South Carolina, Total Pop: 27772, Income: 37493, Poverty: 19.3
Entry(2936): County: Union County, State: South Dakota, Total Pop: 14929, Income: 65434, Poverty: 7.3
Entry(2937): County: Union County, State: Tennessee, Total Pop: 19176, Income: 40132, Poverty: 21.6
Entry(2938): County: Union Parish, State: Louisiana, Total Pop: 22537, Income: 38916, Poverty: 22.0
Entry(2939): County: Upshur County, State: West Virginia, Total Pop: 24604, Income: 39434, Poverty: 21.2
Entry(2940): County: Upshur County, State: Texas, Total Pop: 40506, Income: 48796, Poverty: 13.8
Entry(2941): County: Upson County, State: Georgia, Total Pop: 26241, Income: 35375, Poverty: 22.7
Entry(2942): County: Upton County, State: Texas, Total Pop: 3575, Income: 52750, Poverty: 18.0
Entry(2943): County: Utah County, State: Utah, Total Pop: 576496, Income: 67042, Poverty: 11.8
Entry(2944): County: Utuado Municipio, State: Puerto Rico, Total Pop: 30209, Income: 15931, Poverty: 53.0
Entry(2945): County: Uvalde County, State: Texas, Total Pop: 27015, Income: 40781, Poverty: 17.9
Entry(2946): County: Val Verde County, State: Texas, Total Pop: 48976, Income: 44609, Poverty: 20.9
Entry(2947): County: Valdez-Cordova Census Area, State: Alaska, Total Pop: 9439, Income: 86019, Poverty: 7.4
Entry(2948): County: Valencia County, State: New Mexico, Total Pop: 75845, Income: 43428, Poverty: 22.0
Entry(2949): County: Valley County, State: Montana, Total Pop: 7561, Income: 55267, Poverty: 7.4
Entry(2950): County: Valley County, State: Nebraska, Total Pop: 4252, Income: 50270, Poverty: 11.5
Entry(2951): County: Valley County, State: Idaho, Total Pop: 10104, Income: 54015, Poverty: 10.4
Entry(2952): County: Van Buren County, State: Michigan, Total Pop: 75190, Income: 49119, Poverty: 15.8
Entry(2953): County: Van Buren County, State: Tennessee, Total Pop: 5675, Income: 43631, Poverty: 19.5
Entry(2954): County: Van Buren County, State: Arkansas, Total Pop: 16751, Income: 34428, Poverty: 19.6
Entry(2955): County: Van Buren County, State: Iowa, Total Pop: 7308, Income: 47197, Poverty: 14.0
Entry(2956): County: Van Wert County, State: Ohio, Total Pop: 28262, Income: 50974, Poverty: 12.7
Entry(2957): County: Van Zandt County, State: Texas, Total Pop: 53607, Income: 50061, Poverty: 14.2
Entry(2958): County: Vance County, State: North Carolina, Total Pop: 44420, Income: 35246, Poverty: 23.0
Entry(2959): County: Vanderburgh County, State: Indiana, Total Pop: 181831, Income: 44815, Poverty: 18.0
Entry(2960): County: Vega Alta Municipio, State: Puerto Rico, Total Pop: 38589, Income: 18053, Poverty: 50.6
Entry(2961): County: Vega Baja Municipio, State: Puerto Rico, Total Pop: 54754, Income: 18900, Poverty: 43.8
Entry(2962): County: Venango County, State: Pennsylvania, Total Pop: 52880, Income: 46487, Poverty: 13.6
Entry(2963): County: Ventura County, State: California, Total Pop: 847834, Income: 81972, Poverty: 10.3
Entry(2964): County: Vermilion County, State: Illinois, Total Pop: 79207, Income: 44930, Poverty: 19.8
Entry(2965): County: Vermilion Parish, State: Louisiana, Total Pop: 59841, Income: 49266, Poverty: 17.9
Entry(2966): County: Vermillion County, State: Indiana, Total Pop: 15644, Income: 45440, Poverty: 13.4
Entry(2967): County: Vernon County, State: Missouri, Total Pop: 20665, Income: 41479, Poverty: 15.2
Entry(2968): County: Vernon County, State: Wisconsin, Total Pop: 30378, Income: 49996, Poverty: 16.6
Entry(2969): County: Vernon Parish, State: Louisiana, Total Pop: 51906, Income: 46620, Poverty: 16.9
Entry(2970): County: Victoria County, State: Texas, Total Pop: 91518, Income: 55740, Poverty: 14.8
Entry(2971): County: Vieques Municipio, State: Puerto Rico, Total Pop: 8931, Income: 16261, Poverty: 36.8
Entry(2972): County: Vigo County, State: Indiana, Total Pop: 107723, Income: 42030, Poverty: 19.9
Entry(2973): County: Vilas County, State: Wisconsin, Total Pop: 21465, Income: 42720, Poverty: 15.3
Entry(2974): County: Villalba Municipio, State: Puerto Rico, Total Pop: 23659, Income: 19893, Poverty: 50.0
Entry(2975): County: Vinton County, State: Ohio, Total Pop: 13142, Income: 41541, Poverty: 21.1
Entry(2976): County: Virginia Beach city, State: Virginia, Total Pop: 450057, Income: 70500, Poverty: 8.0
Entry(2977): County: Volusia County, State: Florida, Total Pop: 518660, Income: 43838, Poverty: 16.1
Entry(2978): County: Wabash County, State: Indiana, Total Pop: 31848, Income: 49052, Poverty: 13.3
Entry(2979): County: Wabash County, State: Illinois, Total Pop: 11568, Income: 49716, Poverty: 13.1
Entry(2980): County: Wabasha County, State: Minnesota, Total Pop: 21490, Income: 61973, Poverty: 6.1
Entry(2981): County: Wabaunsee County, State: Kansas, Total Pop: 6918, Income: 58947, Poverty: 6.1
Entry(2982): County: Wadena County, State: Minnesota, Total Pop: 13626, Income: 45018, Poverty: 15.0
Entry(2983): County: Wagoner County, State: Oklahoma, Total Pop: 76830, Income: 59210, Poverty: 10.7
Entry(2984): County: Wahkiakum County, State: Washington, Total Pop: 4105, Income: 49508, Poverty: 13.9
Entry(2985): County: Wake County, State: North Carolina, Total Pop: 1023811, Income: 73577, Poverty: 10.1
Entry(2986): County: Wakulla County, State: Florida, Total Pop: 31586, Income: 57866, Poverty: 12.6
Entry(2987): County: Waldo County, State: Maine, Total Pop: 39280, Income: 50162, Poverty: 14.3
Entry(2988): County: Walker County, State: Georgia, Total Pop: 68609, Income: 43581, Poverty: 17.2
Entry(2989): County: Walker County, State: Alabama, Total Pop: 64927, Income: 38872, Poverty: 21.5
Entry(2990): County: Walker County, State: Texas, Total Pop: 70818, Income: 41456, Poverty: 24.3
Entry(2991): County: Walla Walla County, State: Washington, Total Pop: 59862, Income: 52630, Poverty: 14.4
Entry(2992): County: Wallace County, State: Kansas, Total Pop: 1591, Income: 60000, Poverty: 10.6
Entry(2993): County: Waller County, State: Texas, Total Pop: 48443, Income: 53506, Poverty: 18.0
Entry(2994): County: Wallowa County, State: Oregon, Total Pop: 6864, Income: 44877, Poverty: 13.7
Entry(2995): County: Walsh County, State: North Dakota, Total Pop: 10920, Income: 50781, Poverty: 9.9
Entry(2996): County: Walthall County, State: Mississippi, Total Pop: 14670, Income: 31077, Poverty: 26.3
Entry(2997): County: Walton County, State: Florida, Total Pop: 63457, Income: 50619, Poverty: 17.0
Entry(2998): County: Walton County, State: Georgia, Total Pop: 88695, Income: 55876, Poverty: 12.8
Entry(2999): County: Walworth County, State: South Dakota, Total Pop: 5502, Income: 46623, Poverty: 10.2
Entry(3000): County: Walworth County, State: Wisconsin, Total Pop: 102917, Income: 58401, Poverty: 12.4
Entry(3001): County: Wapello County, State: Iowa, Total Pop: 35321, Income: 43329, Poverty: 17.0
Entry(3002): County: Ward County, State: North Dakota, Total Pop: 69628, Income: 64159, Poverty: 8.4
Entry(3003): County: Ward County, State: Texas, Total Pop: 11498, Income: 63333, Poverty: 11.6
Entry(3004): County: Ware County, State: Georgia, Total Pop: 35688, Income: 36962, Poverty: 24.8
Entry(3005): County: Warren County, State: Georgia, Total Pop: 5410, Income: 32860, Poverty: 26.8
Entry(3006): County: Warren County, State: Mississippi, Total Pop: 47510, Income: 41635, Poverty: 23.7
Entry(3007): County: Warren County, State: Ohio, Total Pop: 223868, Income: 79397, Poverty: 5.1
Entry(3008): County: Warren County, State: Pennsylvania, Total Pop: 40345, Income: 45781, Poverty: 13.4
Entry(3009): County: Warren County, State: Kentucky, Total Pop: 123824, Income: 49508, Poverty: 18.0
Entry(3010): County: Warren County, State: Missouri, Total Pop: 33554, Income: 56193, Poverty: 12.8
Entry(3011): County: Warren County, State: Tennessee, Total Pop: 40210, Income: 36765, Poverty: 21.6
Entry(3012): County: Warren County, State: Indiana, Total Pop: 8269, Income: 58950, Poverty: 9.5
Entry(3013): County: Warren County, State: North Carolina, Total Pop: 20190, Income: 35443, Poverty: 22.3
Entry(3014): County: Warren County, State: Illinois, Total Pop: 17429, Income: 47278, Poverty: 13.8
Entry(3015): County: Warren County, State: Iowa, Total Pop: 48630, Income: 71514, Poverty: 6.2
Entry(3016): County: Warren County, State: New Jersey, Total Pop: 107088, Income: 75500, Poverty: 8.2
Entry(3017): County: Warren County, State: New York, Total Pop: 64701, Income: 60222, Poverty: 9.9
Entry(3018): County: Warren County, State: Virginia, Total Pop: 38991, Income: 65353, Poverty: 9.8
Entry(3019): County: Warrick County, State: Indiana, Total Pop: 61581, Income: 66080, Poverty: 7.7
Entry(3020): County: Wasatch County, State: Utah, Total Pop: 29306, Income: 74552, Poverty: 7.8
Entry(3021): County: Wasco County, State: Oregon, Total Pop: 25687, Income: 48510, Poverty: 13.7
Entry(3022): County: Waseca County, State: Minnesota, Total Pop: 18898, Income: 55189, Poverty: 9.2
Entry(3023): County: Washakie County, State: Wyoming, Total Pop: 8253, Income: 51362, Poverty: 12.8
Entry(3024): County: Washburn County, State: Wisconsin, Total Pop: 15638, Income: 46592, Poverty: 13.0
Entry(3025): County: Washington County, State: Colorado, Total Pop: 4809, Income: 51458, Poverty: 9.9
Entry(3026): County: Washington County, State: Iowa, Total Pop: 22095, Income: 59157, Poverty: 9.1
Entry(3027): County: Washington County, State: Minnesota, Total Pop: 250979, Income: 89598, Poverty: 5.0
Entry(3028): County: Washington County, State: New York, Total Pop: 62183, Income: 52527, Poverty: 12.8
Entry(3029): County: Washington County, State: Rhode Island, Total Pop: 126190, Income: 77862, Poverty: 9.6
Entry(3030): County: Washington County, State: Virginia, Total Pop: 54457, Income: 44844, Poverty: 14.6
Entry(3031): County: Washington County, State: Florida, Total Pop: 24472, Income: 36989, Poverty: 21.0
Entry(3032): County: Washington County, State: Georgia, Total Pop: 20506, Income: 38097, Poverty: 27.1
Entry(3033): County: Washington County, State: Maine, Total Pop: 31822, Income: 40328, Poverty: 18.2
Entry(3034): County: Washington County, State: Mississippi, Total Pop: 48002, Income: 29387, Poverty: 33.7
Entry(3035): County: Washington County, State: Ohio, Total Pop: 60871, Income: 46021, Poverty: 15.5
Entry(3036): County: Washington County, State: Oregon, Total Pop: 572071, Income: 74033, Poverty: 10.3
Entry(3037): County: Washington County, State: Pennsylvania, Total Pop: 207661, Income: 59309, Poverty: 9.7
Entry(3038): County: Washington County, State: Texas, Total Pop: 34667, Income: 55793, Poverty: 13.2
Entry(3039): County: Washington County, State: Arkansas, Total Pop: 223683, Income: 47452, Poverty: 18.0
Entry(3040): County: Washington County, State: Kentucky, Total Pop: 11999, Income: 47843, Poverty: 17.0
Entry(3041): County: Washington County, State: Missouri, Total Pop: 24968, Income: 37810, Poverty: 20.2
