Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(2826): State: Texas, Total Pop: 35929, County: Hopkins County, Income: 47832, Poverty: 17.9
Entry(2827): State: Texas, Total Pop: 21704, County: Hutchinson County, Income: 50035, Poverty: 16.4
Entry(2828): State: Texas, Total Pop: 2236, County: Jeff Davis County, Income: 46534, Poverty: 6.7
Entry(2829): State: Texas, Total Pop: 19969, County: Jones County, Income: 48601, Poverty: 15.9
Entry(2830): State: Texas, Total Pop: 680, County: Kent County, Income: 52250, Poverty: 17.9
Entry(2831): State: Texas, Total Pop: 31540, County: Kleberg County, Income: 41700, Poverty: 23.7
Entry(2832): State: Texas, Total Pop: 7418, County: La Salle County, Income: 44601, Poverty: 8.2
Entry(2833): State: Texas, Total Pop: 23480, County: Limestone County, Income: 40356, Poverty: 20.7
Entry(2834): State: Texas, Total Pop: 298042, County: Lubbock County, Income: 49078, Poverty: 18.8
Entry(2835): State: Texas, Total Pop: 13979, County: Madison County, Income: 44004, Poverty: 15.4
Entry(2836): State: Texas, Total Pop: 57471, County: Maverick County, Income: 37734, Poverty: 24.5
Entry(2837): State: Texas, Total Pop: 4887, County: Mills County, Income: 46318, Poverty: 14.9
Entry(2838): State: Texas, Total Pop: 12530, County: Morris County, Income: 40227, Poverty: 15.7
Entry(2839): State: Texas, Total Pop: 14990, County: Nolan County, Income: 42019, Poverty: 16.8
Entry(2840): State: Texas, Total Pop: 28109, County: Palo Pinto County, Income: 45067, Poverty: 18.3
Entry(2841): State: Texas, Total Pop: 46974, County: Polk County, Income: 43267, Poverty: 18.7
Entry(2842): State: Texas, Total Pop: 3735, County: Reagan County, Income: 59760, Poverty: 18.0
Entry(2843): State: Texas, Total Pop: 889, County: Roberts County, Income: 79167, Poverty: 3.3
Entry(2844): State: Texas, Total Pop: 10429, County: Sabine County, Income: 33561, Poverty: 20.0
Entry(2845): State: Texas, Total Pop: 3122, County: Schleicher County, Income: 63432, Poverty: 10.2
Entry(2846): State: Texas, Total Pop: 222277, County: Smith County, Income: 50742, Poverty: 16.3
Entry(2847): State: Texas, Total Pop: 1084, County: Stonewall County, Income: 46786, Poverty: 13.9
Entry(2848): State: Texas, Total Pop: 721, County: Terrell County, Income: 26063, Poverty: 17.1
Entry(2849): State: Texas, Total Pop: 1176584, County: Travis County, Income: 68350, Poverty: 13.9
Entry(2850): State: Texas, Total Pop: 27015, County: Uvalde County, Income: 40781, Poverty: 17.9
Entry(2851): State: Texas, Total Pop: 48443, County: Waller County, Income: 53506, Poverty: 18.0
Entry(2852): State: Texas, Total Pop: 5599, County: Wheeler County, Income: 50910, Poverty: 19.2
Entry(2853): State: Texas, Total Pop: 47205, County: Wilson County, Income: 71942, Poverty: 10.2
Entry(2854): State: Texas, Total Pop: 18166, County: Young County, Income: 46351, Poverty: 16.5
Entry(2855): State: Utah, Total Pop: 20512, County: Carbon County, Income: 46994, Poverty: 16.2
Entry(2856): State: Utah, Total Pop: 5020, County: Garfield County, Income: 51700, Poverty: 13.1
Entry(2857): State: Utah, Total Pop: 12651, County: Millard County, Income: 59312, Poverty: 11.6
Entry(2858): State: Utah, Total Pop: 15193, County: San Juan County, Income: 42581, Poverty: 28.4
Entry(2859): State: Utah, Total Pop: 36343, County: Uintah County, Income: 67012, Poverty: 11.6
Entry(2860): State: Utah, Total Pop: 244101, County: Weber County, Income: 62036, Poverty: 12.1
Entry(2861): State: Utah, Total Pop: 702, County: Daggett County, Income: 85000, Poverty: 4.0
Entry(2862): State: Utah, Total Pop: 9544, County: Grand County, Income: 46658, Poverty: 12.7
Entry(2863): State: Utah, Total Pop: 11014, County: Morgan County, Income: 86071, Poverty: 2.4
Entry(2864): State: Utah, Total Pop: 28892, County: Sanpete County, Income: 50928, Poverty: 16.9
Entry(2865): State: Utah, Total Pop: 576496, County: Utah County, Income: 67042, Poverty: 11.8
Entry(2866): State: Utah, Total Pop: 6414, County: Beaver County, Income: 47878, Poverty: 10.5
Entry(2867): State: Utah, Total Pop: 334977, County: Davis County, Income: 75961, Poverty: 6.2
Entry(2868): State: Utah, Total Pop: 48504, County: Iron County, Income: 45422, Poverty: 20.9
Entry(2869): State: Utah, Total Pop: 1860, County: Piute County, Income: 41750, Poverty: 12.9
Entry(2870): State: Utah, Total Pop: 20961, County: Sevier County, Income: 50850, Poverty: 13.3
Entry(2871): State: Utah, Total Pop: 29306, County: Wasatch County, Income: 74552, Poverty: 7.8
Entry(2872): State: Utah, Total Pop: 52182, County: Box Elder County, Income: 58835, Poverty: 10.2
Entry(2873): State: Utah, Total Pop: 20259, County: Duchesne County, Income: 63000, Poverty: 12.7
Entry(2874): State: Utah, Total Pop: 10694, County: Juab County, Income: 57590, Poverty: 12.8
Entry(2875): State: Utah, Total Pop: 2307, County: Rich County, Income: 52917, Poverty: 18.0
Entry(2876): State: Utah, Total Pop: 39731, County: Summit County, Income: 94952, Poverty: 7.5
Entry(2877): State: Utah, Total Pop: 155577, County: Washington County, Income: 55175, Poverty: 14.2
Entry(2878): State: Utah, Total Pop: 120288, County: Cache County, Income: 53812, Poverty: 15.2
Entry(2879): State: Utah, Total Pop: 10410, County: Emery County, Income: 51852, Poverty: 12.9
Entry(2880): State: Utah, Total Pop: 7246, County: Kane County, Income: 50266, Poverty: 11.1
Entry(2881): State: Utah, Total Pop: 1106700, County: Salt Lake County, Income: 67922, Poverty: 10.4
Entry(2882): State: Utah, Total Pop: 63357, County: Tooele County, Income: 66542, Poverty: 6.9
Entry(2883): State: Utah, Total Pop: 2700, County: Wayne County, Income: 42444, Poverty: 9.2
Entry(2884): State: Vermont, Total Pop: 6203, County: Essex County, Income: 38767, Poverty: 15.5
Entry(2885): State: Vermont, Total Pop: 26951, County: Orleans County, Income: 45664, Poverty: 14.2
Entry(2886): State: Vermont, Total Pop: 36825, County: Addison County, Income: 61875, Poverty: 7.8
Entry(2887): State: Vermont, Total Pop: 48816, County: Franklin County, Income: 62214, Poverty: 8.0
Entry(2888): State: Vermont, Total Pop: 59676, County: Rutland County, Income: 52635, Poverty: 11.4
Entry(2889): State: Vermont, Total Pop: 36054, County: Bennington County, Income: 52251, Poverty: 12.8
Entry(2890): State: Vermont, Total Pop: 6950, County: Grand Isle County, Income: 66111, Poverty: 7.5
Entry(2891): State: Vermont, Total Pop: 58691, County: Washington County, Income: 60602, Poverty: 11.8
Entry(2892): State: Vermont, Total Pop: 30576, County: Caledonia County, Income: 47371, Poverty: 12.3
Entry(2893): State: Vermont, Total Pop: 25191, County: Lamoille County, Income: 54899, Poverty: 14.0
Entry(2894): State: Vermont, Total Pop: 43332, County: Windham County, Income: 50831, Poverty: 14.1
Entry(2895): State: Vermont, Total Pop: 160985, County: Chittenden County, Income: 66906, Poverty: 11.3
Entry(2896): State: Vermont, Total Pop: 28901, County: Orange County, Income: 56584, Poverty: 11.5
Entry(2897): State: Vermont, Total Pop: 55485, County: Windsor County, Income: 56828, Poverty: 10.2
Entry(2898): State: Virginia, Total Pop: 32840, County: Accomack County, Income: 42260, Poverty: 19.8
Entry(2899): State: Virginia, Total Pop: 15462, County: Appomattox County, Income: 54875, Poverty: 14.4
Entry(2900): State: Virginia, Total Pop: 6524, County: Bland County, Income: 46927, Poverty: 8.3
Entry(2901): State: Virginia, Total Pop: 55158, County: Campbell County, Income: 48823, Poverty: 11.7
Entry(2902): State: Virginia, Total Pop: 335594, County: Chesterfield County, Income: 76969, Poverty: 7.2
Entry(2903): State: Virginia, Total Pop: 15181, County: Dickenson County, Income: 29916, Poverty: 23.0
Entry(2904): State: Virginia, Total Pop: 15594, County: Floyd County, Income: 48396, Poverty: 12.0
Entry(2905): State: Virginia, Total Pop: 37035, County: Gloucester County, Income: 63881, Poverty: 8.7
Entry(2906): State: Virginia, Total Pop: 35030, County: Halifax County, Income: 39233, Poverty: 18.7
Entry(2907): State: Virginia, Total Pop: 36090, County: Isle of Wight County, Income: 67767, Poverty: 10.3
Entry(2908): State: Virginia, Total Pop: 10848, County: Lancaster County, Income: 51495, Poverty: 11.0
Entry(2909): State: Virginia, Total Pop: 13108, County: Madison County, Income: 52287, Poverty: 9.8
Entry(2910): State: Virginia, Total Pop: 14863, County: Nelson County, Income: 53834, Poverty: 14.9
Entry(2911): State: Virginia, Total Pop: 35265, County: Orange County, Income: 67196, Poverty: 8.9
Entry(2912): State: Virginia, Total Pop: 22903, County: Prince Edward County, Income: 44147, Poverty: 21.4
Entry(2913): State: Virginia, Total Pop: 8873, County: Richmond County, Income: 47341, Poverty: 17.4
Entry(2914): State: Virginia, Total Pop: 22290, County: Scott County, Income: 38725, Poverty: 17.7
Entry(2915): State: Virginia, Total Pop: 141159, County: Stafford County, Income: 103005, Poverty: 4.7
Entry(2916): State: Virginia, Total Pop: 54457, County: Washington County, Income: 44844, Poverty: 14.6
Entry(2917): State: Virginia, Total Pop: 154710, County: Alexandria city, Income: 93370, Poverty: 10.5
Entry(2918): State: Virginia, Total Pop: 17582, County: Colonial Heights city, Income: 50952, Poverty: 13.2
Entry(2919): State: Virginia, Total Pop: 13843, County: Falls Church city, Income: 114795, Poverty: 2.9
Entry(2920): State: Virginia, Total Pop: 53064, County: Harrisonburg city, Income: 43009, Poverty: 29.0
Entry(2921): State: Virginia, Total Pop: 16117, County: Manassas Park city, Income: 79131, Poverty: 10.3
Entry(2922): State: Virginia, Total Pop: 32037, County: Petersburg city, Income: 33939, Poverty: 27.6
Entry(2923): State: Virginia, Total Pop: 99572, County: Roanoke city, Income: 41483, Poverty: 21.6
Entry(2924): State: Virginia, Total Pop: 21620, County: Waynesboro city, Income: 42112, Poverty: 17.4
Entry(2925): State: Virginia, Total Pop: 105105, County: Albemarle County, Income: 72265, Poverty: 9.8
Entry(2926): State: Virginia, Total Pop: 229534, County: Arlington County, Income: 112138, Poverty: 8.2
Entry(2927): State: Virginia, Total Pop: 33149, County: Botetourt County, Income: 64733, Poverty: 7.7
Entry(2928): State: Virginia, Total Pop: 29889, County: Caroline County, Income: 60925, Poverty: 11.9
Entry(2929): State: Virginia, Total Pop: 14331, County: Clarke County, Income: 72129, Poverty: 10.4
Entry(2930): State: Virginia, Total Pop: 28033, County: Dinwiddie County, Income: 54640, Poverty: 14.8
Entry(2931): State: Virginia, Total Pop: 26109, County: Fluvanna County, Income: 67964, Poverty: 6.1
Entry(2932): State: Virginia, Total Pop: 22148, County: Goochland County, Income: 86652, Poverty: 5.3
Entry(2933): State: Virginia, Total Pop: 103218, County: Hanover County, Income: 84955, Poverty: 5.8
Entry(2934): State: Virginia, Total Pop: 73028, County: James City County, Income: 80772, Poverty: 7.5
Entry(2935): State: Virginia, Total Pop: 24428, County: Lee County, Income: 32590, Poverty: 26.2
Entry(2936): State: Virginia, Total Pop: 8830, County: Mathews County, Income: 63622, Poverty: 10.6
Entry(2937): State: Virginia, Total Pop: 20523, County: New Kent County, Income: 78429, Poverty: 5.1
Entry(2938): State: Virginia, Total Pop: 23694, County: Page County, Income: 46140, Poverty: 17.0
Entry(2939): State: Virginia, Total Pop: 37704, County: Prince George County, Income: 68461, Poverty: 12.3
Entry(2940): State: Virginia, Total Pop: 93419, County: Roanoke County, Income: 62134, Poverty: 8.0
Entry(2941): State: Virginia, Total Pop: 42854, County: Shenandoah County, Income: 53934, Poverty: 10.3
Entry(2942): State: Virginia, Total Pop: 6670, County: Surry County, Income: 54656, Poverty: 13.6
Entry(2943): State: Virginia, Total Pop: 17596, County: Westmoreland County, Income: 55688, Poverty: 9.5
Entry(2944): State: Virginia, Total Pop: 17077, County: Bristol city, Income: 37844, Poverty: 21.3
Entry(2945): State: Virginia, Total Pop: 5675, County: Covington city, Income: 35546, Poverty: 19.9
Entry(2946): State: Virginia, Total Pop: 8334, County: Franklin city, Income: 38760, Poverty: 16.6
Entry(2947): State: Virginia, Total Pop: 22353, County: Hopewell city, Income: 40712, Poverty: 21.2
Entry(2948): State: Virginia, Total Pop: 13256, County: Martinsville city, Income: 33545, Poverty: 24.0
Entry(2949): State: Virginia, Total Pop: 12022, County: Poquoson city, Income: 88328, Poverty: 4.9
Entry(2950): State: Virginia, Total Pop: 25521, County: Salem city, Income: 53990, Poverty: 8.9
Entry(2951): State: Virginia, Total Pop: 14817, County: Williamsburg city, Income: 54606, Poverty: 21.5
Entry(2952): State: Virginia, Total Pop: 15489, County: Alleghany County, Income: 46020, Poverty: 19.3
Entry(2953): State: Virginia, Total Pop: 74390, County: Augusta County, Income: 59544, Poverty: 8.8
Entry(2954): State: Virginia, Total Pop: 16435, County: Brunswick County, Income: 40871, Poverty: 20.9
Entry(2955): State: Virginia, Total Pop: 29767, County: Carroll County, Income: 41145, Poverty: 14.6
Entry(2956): State: Virginia, Total Pop: 5131, County: Craig County, Income: 53526, Poverty: 9.3
Entry(2957): State: Virginia, Total Pop: 11083, County: Essex County, Income: 50629, Poverty: 12.3
Entry(2958): State: Virginia, Total Pop: 56277, County: Franklin County, Income: 51208, Poverty: 14.8
Entry(2959): State: Virginia, Total Pop: 15708, County: Grayson County, Income: 32048, Poverty: 20.2
Entry(2960): State: Virginia, Total Pop: 324073, County: Henrico County, Income: 66447, Poverty: 10.4
Entry(2961): State: Virginia, Total Pop: 7052, County: King and Queen County, Income: 51495, Poverty: 15.6
Entry(2962): State: Virginia, Total Pop: 374558, County: Loudoun County, Income: 129588, Poverty: 3.7
Entry(2963): State: Virginia, Total Pop: 30959, County: Mecklenburg County, Income: 41126, Poverty: 16.9
Entry(2964): State: Virginia, Total Pop: 11998, County: Northampton County, Income: 41468, Poverty: 20.3
Entry(2965): State: Virginia, Total Pop: 17958, County: Patrick County, Income: 37757, Poverty: 20.2
Entry(2966): State: Virginia, Total Pop: 450763, County: Prince William County, Income: 101059, Poverty: 7.0
Entry(2967): State: Virginia, Total Pop: 22440, County: Rockbridge County, Income: 53918, Poverty: 15.6
Entry(2968): State: Virginia, Total Pop: 31298, County: Smyth County, Income: 40544, Poverty: 17.4
Entry(2969): State: Virginia, Total Pop: 11595, County: Sussex County, Income: 44608, Poverty: 17.8
Entry(2970): State: Virginia, Total Pop: 39539, County: Wise County, Income: 38255, Poverty: 19.9
Entry(2971): State: Virginia, Total Pop: 6495, County: Buena Vista city, Income: 33672, Poverty: 20.8
Entry(2972): State: Virginia, Total Pop: 41911, County: Danville city, Income: 34951, Poverty: 21.5
Entry(2973): State: Virginia, Total Pop: 28135, County: Fredericksburg city, Income: 57258, Poverty: 16.3
Entry(2974): State: Virginia, Total Pop: 7113, County: Lexington city, Income: 37309, Poverty: 21.4
Entry(2975): State: Virginia, Total Pop: 180775, County: Newport News city, Income: 51082, Poverty: 16.4
Entry(2976): State: Virginia, Total Pop: 95536, County: Portsmouth city, Income: 48727, Poverty: 17.7
Entry(2977): State: Virginia, Total Pop: 24273, County: Staunton city, Income: 46435, Poverty: 13.3
Entry(2978): State: Virginia, Total Pop: 27516, County: Winchester city, Income: 49330, Poverty: 12.5
Entry(2979): State: Virginia, Total Pop: 12802, County: Amelia County, Income: 58535, Poverty: 13.0
Entry(2980): State: Virginia, Total Pop: 4458, County: Bath County, Income: 44483, Poverty: 9.3
Entry(2981): State: Virginia, Total Pop: 22611, County: Buchanan County, Income: 30828, Poverty: 26.5
Entry(2982): State: Virginia, Total Pop: 7022, County: Charles City County, Income: 55069, Poverty: 13.2
Entry(2983): State: Virginia, Total Pop: 49795, County: Culpeper County, Income: 69693, Poverty: 8.9
Entry(2984): State: Virginia, Total Pop: 1142004, County: Fairfax County, Income: 117515, Poverty: 6.1
Entry(2985): State: Virginia, Total Pop: 83784, County: Frederick County, Income: 71037, Poverty: 5.6
Entry(2986): State: Virginia, Total Pop: 19213, County: Greene County, Income: 62952, Poverty: 9.4
Entry(2987): State: Virginia, Total Pop: 51956, County: Henry County, Income: 36779, Poverty: 19.2
Entry(2988): State: Virginia, Total Pop: 25564, County: King George County, Income: 84770, Poverty: 5.7
Entry(2989): State: Virginia, Total Pop: 34813, County: Louisa County, Income: 56946, Poverty: 11.8
Entry(2990): State: Virginia, Total Pop: 10710, County: Middlesex County, Income: 50483, Poverty: 10.2
Entry(2991): State: Virginia, Total Pop: 12254, County: Northumberland County, Income: 56677, Poverty: 13.5
Entry(2992): State: Virginia, Total Pop: 61970, County: Pittsylvania County, Income: 44356, Poverty: 14.7
